mean.1,mean.2,mean.3,var.1,var.2,var.3,mse.1,mse.2,mse.3
79.6010272,102.8900171,102.8900171,5.320718844,32.06994825,32.06994825,0.421385603,0.040101448,0.040101448
97.98122925,101.6863178,100.5994891,67.13580925,209.2120209,149.5387868,0.070539886,0.209963568,0.148402786
