"mean.1","mean.2","mean.3","var.1","var.2","var.3","mse.1","mse.2","mse.3"
1992.65745595785,13548.6612815012,13548.6612815012,8867.28052698085,1578638.50091547,1578638.50091547,64126.3132253489,14155.8490067319,14155.8490067319
6990.05258129067,10747.9165357064,10727.6639642117,311945.979208763,2661206.28705775,2796963.38763875,9368.60998281154,3193.97336857031,3298.48859857473
