mean.1,mean.2,mean.3,var.1,var.2,var.3,mse.1,mse.2,mse.3
6.013296622,6.240266497,6.129803953,0.027779619,0.074956203,0.074644592,8.35E-05,7.43E-05,8.83E-05
6.153624549,6.228323657,6.144498117,0.183616956,0.497556182,0.38735862,0.000191069,0.00049305,0.000394616

