mean.1,mean.2,mean.3,var.1,var.2,var.3,mse.1,mse.2,mse.3
0.000133718,0.000359499,0.000359499,1.01E-09,3.66E-08,3.66E-08,1.89E-10,1.65E-09,1.65E-09
0.000192661,0.000699951,0.000699951,3.60E-09,2.66E-07,2.66E-07,4.07E-10,7.53E-09,7.53E-09
